doc,label,completion
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_35,,"<s> [/INST] L’histoire contient plusieurs aventures sauvages, des combats entre differentes communautés, des intrigues amoureuses, et des luttes entre différents personnages.  Plusieurs clans amérindiens, le clan Apaches, le clan Apache, le clan Comanche etc, évoqués en haut lieu des affaires indiennes. Ils sont accompagnés de nombreux guerriers qui les""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_105,,"<s> [/INST] ément, à l’intérieur d’une autre personne ou bien d’une petite communauté, on s’attend de bien loin à un suicide ou à un massacre, même si la victime est bien avisée du danger. Le plus fort des suspects ne s’appuye qu’à une dénonciation anonyme. Le reste du récit n’est qu’une compilation du résumé""]"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_66,,"<s> [/INST] L'intrigue tourne autour d'un chasseur nommé sans traces et d'une colonne perdue dans un désert americain. Plusieurs personnages important sont présents dans la filière des événements, dont le brigand catholique Johnny, l'indien cacique Chollo, la pionnière française Leone et un médecin qui joue un rôle important dans l'int""]"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_91,," [INFO] Plus d'informations disponibles sous demande. Votre satisfaction en premier lieu est notre plus grand désir. [/INST] En ce que nous avons encore à apprendre à cœur : Toutes les langues parlées en ce monde, la plus simple est celle des chasseurs. A la fois déconcerté et intéressé, il découvrit sur son lit que Doña-Luisa, dont les""]"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_47,,"<s> [/INST] L'intrigue du roman s'est faite sur le marché aux perles de Montmartre, près de Paris. Les personnages principaux sont Despriet, le commissaire de police, qui interroge les suspects, Sonia, une courtisane dont le pote a été kidnappé, et Chantal, une autre femme qui est en train de rechercher son fils. Les suspets se portent sur un""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_64,,"<s><s> [/INST] , mais complet. Il commence par un décrivant assez détaillé ce qui dépend du château de Bruyères, sa place et sa façade. Alors il présente à la portière et la mère de Chiqueta, et leur présente l’un à l’autre. Puis le marquis a pour vis-à-vis deux personnages de rang modeste qui, un en face de l""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_94,,"<s> [/INST] é. Nous allons à Londres pour recevoir un prestigeux invité. Ils se rencontreront dans un café à Londres. C'est bien déterminé. Donc, au jour de l'entrevue, on en a le goût pour faire la connaissance et on fait les compliments. Dans le même temps, on reçoit une lettre pour la nouvelle. Qu'est-ce qu'il y a à""]"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_14,,"loff, il se rapprochait du décorateur de théâtre, qui, depuis presque une heure, venait s’occupant de ses bâtiments.  — Où êtes-vous à present, monsieur ? demanda le directeur de la compagnie. — Je ne souffre plus, mademoiselle, répliqua mon pauvre ami.  — Qui a tué ta m""]"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_27,,"rante, on aurait beaucoup gagné de temps s’y attendre. Il faut qu’il soit bien heureux et bien intelligent que cet homme qui est si riche et qui vous a dit qu’il l’aida. Il faut que ses mains soient réduites en nul moment à une petite pièce de monnaie, une pièce où vous aurez l’honneur de vous référer""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_343,,"<s><s> [/INST] , à peine il y a ici plus longtemps. Détaillement. Cela tue la narration. Telle était la présence de la jeune femme que mon esprit s’éloigna au plus vite de son regard. En même temps, j’entendais une personne qui criait un langage terrible. Je tâchais de déviner dont il s’agissait. Je""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_28,,"<s> [/INST] ie, nous avons découvert à bord d’une frégate que la navigation se faisait malheureusement. Nous avons essayé de découvrir les causes de ces chocs. Nous ne pouvons à ce jour conclurement expliquer les chocs de la frégate avec des rochers en haute mer. Afin de répondre à ces chocs et de sauver""]"
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_50,,"euvain. L'homme doit se faire passer pour un aveugle à la maison d'un vieux garçon dans la rue de Clichy pour gagner un sou en y vendant un catalogue. Mettends-moi tout droit sur la terrasse près de la statue, de la façon qu'il est possible le plus souvent pour un étudiant. Un garçon, un maître, un vendeur, un""]"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_140,,"<s> [/INST] ce genre de sentiments le rend sans cesse plus déconcerté et décidé à l’oublier. Ce soir, tout à fait jeune, il avait eu de la peine à dormir, de sa fenêtre qu’il apercevait la lumière des bouges du Coeur-Loyal et celui-ci, à un pas, appuyant son canot sur les vides de l’eau.""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_205,,"<s> [/INST] La découverte par des scientifiques d'un mystérieux narval géant provoque un éloge à son absence depuis un siècle. Nemo et un homme, abandonnés par une expédition, sont retenus par des étrangers et découvrent son navire en mouvement qu'ils appellent le Nautilus. Sur ce bâtiment, ils découvrent le capitaine Nem""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_126,,"<s> [/INST] e 28. Le capitaine Binet. Le capitaine Binet est le fils naturel d’un médecin qui travaillait pour l’État. J’ai été son maître et il m’a suivi, comme secrétaire, lorsque ma jeunesse m’a donné son voyage. J’ai essayé d’arracher à son père une part du produit de sa fortune, mais il""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_1,," [/INST] . Il fut débarrassé de la déposition, de deux bâton-feux et de la police en face des murs, dans la rue. — on vous a sauvé, dit-on, le brigadier au commissaire qui était sorti de la maison avec l’attitude la plus triste, qui se redressait avec le plus grand effort. — vous n’avez pas eu la patience de l’ass""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_10,,"<s> [/INST] L’abraham-lincoln achève de prendre la mer. Le navire de la ligne de New-York, à la chasse aux baleines, s’est rendu à New-York. Les navires à vapeur ont enfin atteint de leur chaleur maximale. Ils auraient besoin de plus que cela pour se lutter de façon efficace contre le cétac""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_34,,"<s> [/INST] qui ont dépeint ces derniers instants de vie du père de Sigognac, qui est à ce moment mort dans son lit, croulant sous son draps rouillé et croulant avec lui. Et tout ce que j'ai à faire, comme les gens qui assistent à la misère d'un fou qui a chassé à pèlerins, est de ne pas m'en aller, ne pas""]"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_68,,"<s> [/INST] ists. — ils sont ennuyeux. j’ai cru ne pas les être en un premier temps, mais avec l’expérience, j’ai vu que, dans certains cas, il arrive, on se sent agréé, on ne connaît pas la cause. c’est ainsi que ces quelques pages que je m’empresse d’expliquer vous plairont. tout de suite donc : on vous explique""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_1,,"<s> [/INST] antonie, qui s'appelle peyrolles, aide sa charité à un vieillard malade qui est le seul qui le supporte encore dans son état. Ce vieillard est le père de marie qui a détesté son mari. Tout à son service, ce fils, qui s'appelle peyrolles, lui permet d'y aller, de conserver une modique aumôner""]"
