doc,label,completion
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_130,,"<s> [/INST] Une controverse internationale résulte d'observations navales sur un monstre marin géant, qui est suspecté d'étre vivant et de pouvoir être capturé. Des débats et des récits fantaisistes sur l'existence et les capacités de cet animal, puis des incidents marins mystérieux impliquant des collisions avec des rochers inexpliqués. Un professeur""]"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_35,,"<s> [/INST] Don le père répondit d’un air grave : A tout ceux que vous volez, à tous ces démonstrations, vous répondez par des gards de sentinels ! – Attention, père ; l’urgence du moment est l’impossibilité de manquer. – Nous voilons donc encore à votre père. – Père ! un cri de détresse à père, mais de""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_105,,"<s> [/INST] Sois concis en trois phrases. Mon père, il semble que cet homme qui veut épouser ma sœur se soit fait arrêter par la police du quartier. Lire tout d’abord et de suite, le récit de l'amour de Juliette pour le père Tabaret. Après cela, une nouvelle intrigue sur la révolution. Puis, à la fin du récit, une seconde intr""]"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_66,,"<s> [/INST] L'histoire commence avec Sans-Traces qui explore une région sauvage de l'Arizona, et rencontre des personnes méchantes, des rancheros, des pirates, des Peaux-Rouges, des Indiens, une fille sauvage.... Des aventures sont répertoriées, incluant des alliances inattendues dans des circonstances périlleuses, des bandits qui""]"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_91,,"<s><s> [/INST] le résumé du chapitre qui suit, qui poursuit la confrontation entre le juge, et son fils ; le jeune homme se trouve menacé puisqu’il a refusé de rendre la femme dont il était lui-même amoureux. Son père exige que la prétendante se marie à la personne qu’elle ne soupçonne pas d’âmes déloiales.""]"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_47,,"<s> [INST] Voici le résumé des évènements se succédant dans le roman :\n\nAu milieu du dix-neuvième siècle, dans le quartier du Temple de Paris, un mont-de-piété, centre de l’activité financière et de l'hôtelière, accueillit une clientèle variée et avait dans un débouché du montmartre un rendez-vous""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_64,,"<s> [/INST] Le texte décrit en détail une épicène chasse à la louve à la belle époque où l’animal était considéré comme prédateur et héros d’une légende. La jolyette est tombé au bord d’une petite rivière, le loyant le guet par un point fixé à sa tunique, afin d’écarter un rhinocérus, qui se f""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_94,,"�– Le chef chef de l’escadron. le juge d’instruction s’apprête à apprendre qui il est, le verdict est prononcé et a une conséquence inattendue. Mlle Rive est arrêtée à l’inquiétude de son frère, et dénombre ses bienfaits, dans la crainte de ne pas les aimer mieux à faire, ou à son dernier""]"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_14,,"<s> [/INST] Le roman raconte le conflit entre un arbustier de la région sonoraine et le maître du hacienda dont il a branclé le fils. Ce conflit provient du déteste que le maître du hacendario nourrira à l’aroubier, et ce déteste provient de la rivalité amoureuse entre le fils du maître du hacendario et""]"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_27,,"rais à léonie et à madame d’Olivares, ce qu’ils avaient à dire, la jeune fille voulut se retirer et y remercier madame de Saint-Florentin, lorsqu’elle lui dit que l’attente était vaine et qu’il s’agissait d’une affaire qui aurait besoin de plusieurs jours. léonie était embarrassée, mais madame d’""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_343,,"<s> [/INST] . cela m'a fait éprouver encore une fois la puissance de l’amour à bord d’un navire. Cependant, la rose n [/INST] et pouvait être moins fraîche ni plus profond que la première qu’il avait vue. C’était l’expression de l’amour pour un objet, tandis que ce nouvel épanouissement sentimental était le fruit d’une""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_28,,"<s> [/INST] un monstre marin est espionné par un navire britannique, le professeur Abraham-Lin se lance dans une expédition pour traquer le grand narval, mais la troupe ne réussit pas à le rencontrer ; de fait, le capitaine du navire, le Briton, raconte aux journalistes qu'il a touché le monstre et qu'il a repoussé les tentatives du""]"
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_50,,"<s> [INST] Aidez [/INST] moi à rédiger ici un résumé du reste de l'histoire. Vous n'avez plus besoin de lire plus et vous connaissez déjà l'arrivée du malheur pour les pauvres personnages. En conséquence, je vous invite à trouver ici une version abrégée de l'histoire, avec le seul but de vous""]"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_140,,"<s> [/INST] Les événements que l'histoire rapporte tournent autour d'un riche mineur, Don José, et de sa jeune fille, Isabelle, qui s'est enfhuée avec un autre jeune homme, Pedro. Le marié cherche alors à obtenir que sa femme revienne dans la demeure où elle lui avait donné la fille, mais lui échapperait, tout en tentant de lui retr""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_205,,"<s> [INST] L'évolution étant interrompue, le capitaine Nemo prit congé de son invité, dont il était devenu un ami. Le dernier soir, il dit : Monsieur, il faut que je parte bientôt ; nous nous retrouverons.  Après avoir quitté le Nautilus, Jean-Paul retourna à l’abbaye, où il ne tarda pas à voir que les""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_126,,"<s> [/INST] Le récit débute par la mention de la mort de la veuve Lerouge, dont il reste peu de détails, mais qui donne lieu à de multiples spéculations et enquêtes. Un enfant, faisant partie d'une bande de enfants a répondu avec beaucoup de certitude aux questions renvoyées à sa sœur par les autorités lorsque celle-ci est à bord""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_1,,"<s> [/INST] Le brigadier était le miroir de fidèle allié et de fidèle ami pour un homme éloigné, qui lui a chargé par erreur le soin de son enfant, qu’il ne peut remettre dans un ami confiance, et qui ne peut laisser échapper que par ses mains. Le commissaire, ayant l’abattu l’ébahissement des brig""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_10,,"<s> [/INST] Les navires ont vu un monstre marin géant\xa0; une controverse internationale vient à se développer\xa0; le commandant Farraut tente de déterminer le fait.</s>""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_34,,"<s> [/INST] Dans cette petite bourgeoisie, la société est fort ensevelie dans sa misanthropie. Mille bizarre et étranges personnes mènent leurs vies à la tête tibantée, qui est en général pénétrée de mystères, de dérangements, de séductions, d’infidélités. La seconde partie de la chronique s’ouvre sur une ch""]"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_68,,"<s> [/INST] n’importe que je puisse me trouver bientôt inutile. mon père est resté dans le lit de mon frère pendant toute sa guérison. je vois dans la figure de ce dernier toute une émission de joie et de reconnaissance, et je crois deviner la cause de ce sentiment de la part de monsieur, sur lequel mon attention a été aiguë. j’ai réellement de""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_1,,"<s> [/INST] « Le père annonce à son fils qu’il l’élit à succéder à sa place. Le fils répondit au père en lui demandant si la femme du père aimait sa fille. À la nouvelle, elle devient dure envers antoine et lui fait refaire le mariage à sa place, malgré le désir de ce dernier (...) Le fils n’est pas épousé puisqu’il re""]"
