doc,label_mixtral,label_human
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_46,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_47,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_48,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_49,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_50,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_51,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_52,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_53,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_54,DANGER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_55,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_56,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_57,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_58,DANGER,DANGER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_59,DANGER,DANGER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_60,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_61,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_62,OTHER,EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_63,OTHER,EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_64,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_65,OTHER,EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_66,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_67,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_68,EXPLORATION,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_69,EXPLORATION,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_70,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_71,EXPLORATION,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_72,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_73,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_74,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_75,EXPLORATION,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_76,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_77,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_78,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_79,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_80,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_81,EXPLORATION,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_82,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_83,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_84,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_85,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_86,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_87,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_88,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_89,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_90,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_91,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_92,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_93,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_94,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_95,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_96,DANGER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_97,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_98,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_99,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_100,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_101,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_102,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_103,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_104,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_105,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_106,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_107,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_108,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_109,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_110,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_111,EXPLORATION,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_112,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_113,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_114,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_115,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_116,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_117,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_118,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_119,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_120,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_121,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_122,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_123,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_124,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_125,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_126,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_127,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_128,DANGER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_129,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_130,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_131,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_132,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_133,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_134,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_135,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_136,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_137,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_138,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_139,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_140,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_141,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_142,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_143,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_144,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_145,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_146,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_147,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_148,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_149,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_150,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_151,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_152,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_153,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_154,DANGER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_155,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_156,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_157,DANGER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_158,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_159,DANGER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_160,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_161,EXPLORATION,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_162,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_163,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_164,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_165,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_166,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_167,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_168,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_169,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_170,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_171,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_172,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_173,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_174,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_175,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_176,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_177,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_178,EXPLORATION,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_179,EXPLORATION,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_180,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_181,DANGER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_182,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_183,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_184,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_185,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_186,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_187,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_188,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_189,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_190,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_191,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_192,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_193,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_194,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_195,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_196,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_197,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_198,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_199,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_200,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_201,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_202,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_203,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_204,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_205,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_206,EXPLORATION,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_207,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_208,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_209,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_210,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_211,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_212,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_213,DANGER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_214,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_215,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_216,EXPLORATION,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_217,EXPLORATION,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_218,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_219,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_220,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_221,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_222,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_223,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_224,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_225,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_226,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_227,EXPLORATION,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_228,EXPLORATION,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_229,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_230,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_231,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_232,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_233,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_234,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_235,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_236,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_237,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_238,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_239,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_240,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_241,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_242,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_243,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_244,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_245,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_246,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_247,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_248,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_249,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_250,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_251,DANGER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_252,DANGER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_253,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_254,DANGER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_255,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_256,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_257,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_258,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_259,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_260,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_261,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_262,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_263,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_264,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_265,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_266,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_267,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_268,EXPLORATION,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_269,DANGER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_270,DANGER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_271,DANGER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_272,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_273,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_274,DANGER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_275,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_276,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_277,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_278,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_279,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_280,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_281,EXPLORATION,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_282,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_283,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_284,EXPLORATION,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_285,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_286,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_287,EXPLORATION,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_288,EXPLORATION,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_289,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_290,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_291,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_292,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_293,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_294,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_295,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_296,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_297,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_298,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_299,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_300,DANGER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_301,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_302,DANGER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_303,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_304,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_305,DANGER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_306,DANGER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_307,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_308,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_309,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_310,DANGER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_311,DANGER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_312,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_313,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_314,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_315,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_316,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_317,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_318,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_319,EXPLORATION,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_320,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_321,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_322,EXPLORATION,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_323,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_324,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_325,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_326,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_327,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_328,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_329,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_330,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_331,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_332,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_333,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_334,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_335,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_336,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_337,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_338,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_339,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_340,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_341,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_342,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_343,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_344,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_345,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_346,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_347,EXPLORATION,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_348,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_349,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_350,DANGER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_351,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_352,DANGER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_353,EXPLORATION,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_354,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_355,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_356,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_357,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_358,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_359,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_360,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_361,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_362,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_363,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_364,EXPLORATION,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_365,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_366,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_367,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_368,OTHER,
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_369,EXPLORATION,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_0,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_1,DANGER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_2,OTHER,OTHER  
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_3,OTHER,OTHER
