doc,label_mistral,label_human,label_mixtral
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_16,OTHER,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_17,EXPLORATION,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_18,OTHER,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_19,DANGER,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_20,OTHER,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_21,OTHER,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_22,OTHER,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_23,OTHER,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_24,OTHER,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_25,OTHER,DANGER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_26,OTHER,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_27,OTHER,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_28,OTHER,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_29,OTHER,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_30,EXPLORATION,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_31,OTHER,OTHER,EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_32,EXPLORATION,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_33,EXPLORATION,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_34,EXPLORATION,OTHER,EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_35,EXPLORATION,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_36,OTHER,OTHER,EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_37,OTHER,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_38,DANGER,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_39,EXPLORATION,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_40,OTHER,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_41,OTHER,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_42,EXPLORATION,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_43,OTHER,EXPLORATION,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_44,OTHER,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_45,OTHER,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_46,OTHER,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_47,OTHER,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_48,DANGER,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_49,OTHER,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_50,OTHER,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_51,OTHER,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_52,OTHER,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_53,EXPLORATION,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_54,OTHER,OTHER,DANGER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_55,EXPLORATION,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_56,OTHER,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_57,DANGER,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_58,EXPLORATION,DANGER,DANGER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_59,OTHER,DANGER,DANGER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_60,OTHER,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_61,OTHER,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_62,EXPLORATION,EXPLORATION,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_63,OTHER,EXPLORATION,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_64,EXPLORATION,OTHER,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_65,DANGER,EXPLORATION,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_66,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_67,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_68,DANGER,,EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_69,OTHER,,EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_70,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_71,OTHER,,EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_72,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_73,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_74,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_75,EXPLORATION,,EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_76,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_77,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_78,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_79,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_80,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_81,OTHER,,EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_82,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_83,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_84,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_85,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_86,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_87,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_88,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_89,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_90,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_91,DANGER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_92,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_93,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_94,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_95,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_96,EXPLORATION,,DANGER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_97,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_98,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_99,DANGER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_100,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_101,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_102,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_103,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_104,DANGER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_105,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_106,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_107,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_108,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_109,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_110,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_111,OTHER,,EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_112,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_113,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_114,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_115,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_116,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_117,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_118,DANGER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_119,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_120,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_121,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_122,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_123,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_124,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_125,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_126,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_127,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_128,DANGER,,DANGER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_129,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_130,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_131,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_132,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_133,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_134,DANGER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_135,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_136,DANGER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_137,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_138,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_139,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_140,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_141,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_142,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_143,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_144,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_145,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_146,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_147,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_148,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_149,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_150,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_151,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_152,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_153,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_154,EXPLORATION,,DANGER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_155,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_156,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_157,DANGER,,DANGER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_158,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_159,EXPLORATION,,DANGER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_160,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_161,OTHER,,EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_162,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_163,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_164,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_165,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_166,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_167,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_168,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_169,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_170,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_171,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_172,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_173,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_174,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_175,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_176,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_177,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_178,OTHER,,EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_179,OTHER,,EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_180,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_181,OTHER,,DANGER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_182,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_183,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_184,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_185,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_186,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_187,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_188,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_189,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_190,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_191,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_192,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_193,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_194,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_195,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_196,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_197,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_198,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_199,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_200,DANGER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_201,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_202,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_203,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_204,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_205,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_206,DANGER,,EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_207,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_208,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_209,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_210,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_211,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_212,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_213,DANGER,,DANGER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_214,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_215,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_216,OTHER,,EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_217,OTHER,,EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_218,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_219,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_220,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_221,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_222,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_223,DANGER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_224,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_225,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_226,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_227,OTHER,,EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_228,EXPLORATION,,EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_229,DANGER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_230,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_231,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_232,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_233,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_234,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_235,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_236,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_237,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_238,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_239,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_240,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_241,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_242,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_243,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_244,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_245,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_246,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_247,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_248,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_249,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_250,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_251,EXPLORATION,,DANGER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_252,OTHER,,DANGER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_253,DANGER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_254,OTHER,,DANGER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_255,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_256,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_257,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_258,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_259,DANGER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_260,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_261,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_262,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_263,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_264,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_265,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_266,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_267,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_268,EXPLORATION,,EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_269,OTHER,,DANGER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_270,OTHER,,DANGER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_271,DANGER,,DANGER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_272,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_273,DANGER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_274,EXPLORATION,,DANGER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_275,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_276,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_277,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_278,DANGER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_279,DANGER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_280,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_281,OTHER,,EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_282,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_283,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_284,DANGER,,EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_285,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_286,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_287,OTHER,,EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_288,OTHER,,EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_289,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_290,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_291,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_292,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_293,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_294,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_295,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_296,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_297,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_298,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_299,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_300,EXPLORATION,,DANGER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_301,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_302,OTHER,,DANGER
