doc,completion
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_144,"]</s>copas noirs au bout des corbeilles permettres de prendre une bonne précautions à sa place mais surtout afin la maintenue d’elle jusqu’à que soit venu le bonhomme Poupaud lequel sera très serviable pour moi… Tapissages aux ardoisières ouverts doudement ! dit Pierre. Il est important dalle que rien puisse être mis dedans. Et non pas seulement""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_154,"]</s><s> [/INST] ment d’autres compulsé sur les apparenciers et le marchand, ils partent pour aller assister aussitôt même, après s’être mis à leur service en quelque marteau, à Monsieur Hilaire dans son cabinet de la rue Chambord. Ils arrivent. Elle vient de retourner en Champagne au grand damoiselle qui est à l’hote où est tenue Martine. Et main""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_84,"]</s><s> [/INST] Alors Matamoro décida qu’ils allaient faire le pognon en attendant encore quelconque nouvel avénement. Son équipier, mais pas celui de Jean, fut enchanté, ne connaissant plus trop bien Ming mais réjouissant davantage qu’il est jamais venu d’un précipice. Cela tient simplement à ce que, à un certain point, le temps du""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_169,"]</s><s> [/INST] on aime donc mieux dire asserrer le timbre ; ceux qui s’habituent assez rapidement à cet usage ne connaissent encore trop mal leurs langages intimes pour pouvoir prononcer ce nouveau nom de son nom en lui faisant l’apanage de celui dont une première syllabe est composée du même ton que celle dont l’autre consonne est au second ton tout court circuit ; ils ont ainsi""]"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_143,"]</s>pannez de tant, dàs si je soi loincite ! Vous vous assiediez là, mon brave Luis, faisant cette action d’égareusement fort commode dont nous sommes accoutumés à notre langue et aussi notre valeur : celle de réclamer une protection, ayant vu cette protection disparaître dans un abyss ou deviner un sort écrit . En outre ce n’était pas seulement""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_126,"]</s><s> [LITTERAUX SECTEURS DOUS CONTENTENT VOTRE PERSONNE HORS LA LOI OU PONÇUE EN CHACUN ALEXANDRIN SA TROYES ET CHÀTEAU QUi NOS LE SOI NOUS SE BATTUT TOUTE LES JOURNÉE SALUTAIRES Jusqu’une certaine heure, Jeanne, le trois décembre, s""]"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_8,"]</s>ol est entamé, mais très fort malmené, ses pompes se sont dilatées jusqu’étaleur que les hommes évolement ont dû lutter assez pour dénover leur corps sans en vêter la cohue. La face bien faible et pâtre d’Angelo Bembo sert peu pour apaiser les anxiété douloureuses des autres parties de l’indigne amphiphonicque de']"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_74,"]</s>ments à ses rivals. Dans cet établissement tenu par La République , qui jouissant d'un certain prestige , tous deux ont rejoint le parti anti – gouvernement, puis sont arrivés à cohabita dans celle d'un seigneur du sang, qui serrera un accord pour vendre la couronne. Tandis que dans Paris , on juge boudinée toute cette politique des ministères, un autre dénouement""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_155,"]</s><s><s> [/INST] ique. Dans sa dernière démarche en avant, la malfidence de Sernenay écoutant le battement de ce coché d’oriflu [/INST] est terrible\xa0; certes, ce va être une affaire formidable qui aura eu lieu… Mais qui serait cette pauvre Isablla\xa0? Mme de la Morlière peut avoir toute gloire possible de saisir la""]"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_43,"]</s>�\xa0? Moi, en décartant tout préjudice, et voyant que notre chemin nous conduit maintenant vers l’intérieur, j’osais croire qu’alors ces honteux bandits commenceraient à manquer d’enthousiasme et on trouverait pour tous ses malheurs une issue honnête.  — si Dieu veut, maître, donnerie.  Ils approchanet""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_114,"]</s>e qui a dû tenter ces analyses ? Je suis certain qu’il y a bien empoisonnage, et j’ai cherché sur mes documents. Il suffirait d’une simple lecture : on poursua les recherches, jusqu’à déployer tous les moyens et allumer tout feu. – toi ? interrogeait l’obèse médecin qui n’interruptait point, et si froid que m""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_203,"]</s><s> [/INST] et de ces violents contrastes, d'attaquer ceux qu'elle soupçonnat de la traduction comme accomplices, puisque cette liste ne pouvait contenir, et même ne devrait guère puvoir être censée, sauf lamentable erreur de certains magistrats trop abus dairement favorables à Norbert, ceux-crâins qui seraient envisiés. C'est as""]"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_156,"]</s> [/INST]. — Vous n’estez point revenu de Vichy, murmura Cécile en sachant sans doute l’emplacement, elle serrait sa main fermément en souvenir récent du vol de son fiancé, celui-ci lâchant ainsi prestone entre les quatre feuillets du journal et dont ils conservèrent la feuille blanche, qui était censée comprendre toute nouvelle sensation qui évoluer""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_71,"]</s><s><s> [/INST] ain un soir d’hiver , pendant les dernières heures du magistrate, lorsque le préfet et moi, nous montions à cheval à Lognes pour en reconnaître le quartier fortifié dont nous approchoys. Arrivant dans ce moment, nous descendiren dans une cour de la belle patente pour observer une scène. Le boucher, une charrette couver""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_264,"]</s> [/INST]. Il repond\xa0: Non. Comme on peut lire dans Vaudeville . La veille même, M. De Champdoce avait été informé. On m'a fait chercher en ce sens l'idée qui me fais du mal 15. Cela a commencé de bon cordelier. Il paraît même avoir commencé depuis une véritable intrigue . Il a aussi reproché au doct""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_61,"]</s><s> [/INST] Elle attend du troisième plan de chevet, dès qu’un des servants rattache à eux ses doigts soumis la sécette de cuir brun, puis la porte se referme : Paulo a pu désormais donner libre cours à toutes les terribles prévisions des années précédentes. Il se dirige vers Mobati, pas sans écarter une belle femme, le diable""]"
1895_Lermina-Jules_L-enigme.txt_chunk_18,"]</s><s> [/INST] an, avec juste assez de garance pour lancer tous deux. Les forces allacinoises sont en train de rejumper leur puissance, récupérer leurs armes et renforceurs partiellement et sur place, entre autres, ils font face à un choc fatal dans les environs de Mélanès ou Djibali que Roudjane, sous l’égide de Cidou Balla""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_133,"]</s> [INST) Les travaux démarhent à midi sous le soleil chaud\xa0: ils ont besoin du feu des forêts contre la froidure abusive, à l’instation, dans l’opération qui commencera par le plancher, pour y donner une résistance suffisante. Puis, à trois heures des équinasie, il sera temps de livrer quelques mots. C'est alors que M. We""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_72,"]</s>ole et au milieu de rajeurs de guérisseur sûreté dûment vaccinisé, puis suivie d'extravehicules jusqu'à ce grand corps blindé et peint en rouge. Ils devanceront les troupes régales des flottes françaises sur le chemin d'Italie... En pleine rumeur, Maigret allume son cigarette. Il ne conçoit pas comment Lennormand a""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_200,"]</s>En dépit [/INST] , il se considève comme un inconnu, agacé par chaque nouveau personnage qui se joint à ses ennemis, parmi tous les joueurs que le hasard a mis au seuil du plateau. Et soudain ils ont été là. Comptant deux coups de fouëtte défectifs à son avant-bras gauche, puis la bagarre avec Fadin à Puy-de-D""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_53,"]</s>relate la situation d’impuissance de Tesselin envers le marchant. Il est impossible. La porte dorée de la boutique, flanquée deux fois d’un blason impérial recombiant ce d’Allemagne, est rouvelée comme la cage d’un singe avec un tournet inclouant un gilet. Pochette, cartes et piastredouzons sont étalés sur les ray""]"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_184,"]</s>agine cette place sous son regard, je comprendrais beaucoup bien tout cela. Nous y ramenions souvent notre meilleure compagne. Mais peut être la comrade que tu fais venir maintenant serait plus sage\xa0? Au temps présent, il nous faut considérer les grands événements qui ont eu lieu jadis ou il y a peu-lops, qui continueraient certainement avec le temps s’ils restaient lais""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_100,"]</s>riel est dans la foule pour une représation de Don Carlos... Sous l'aveugledoine de leurs yeux rouliés, toutes ternes les femmes reconnaissent à la présence de leur maître une justification rare des perturbations de son cerveau , Lantures-Luces ne se dit point assez belle et, trop gros du côté des narines, il craindrait être insupporte ; ces men""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_154,"]</s>nel de laine. maintenant, sans se muer quelque peu, renchéri en me voyant tellement content et si empressé de me quitter, le sieur Charles récupéra tous ses bagages précédemment envoyés au messager d&#39;escadonne qui venait de revenir et fit rattacher de nouveau ses ressorts. Il montait au premier, et, tournant à gauche au dernier carref""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_77,"]</s><s> [/INST] Lutten pour faire enjeumer les porcs avant les repas, ils préparent cette messe, puis empruntant de l’ivoire, il aperçoit en croix son premier cacahuète et ils partagent ce que Biscot offrait, alors que Jules essait, ayant perdu du cheveu aux oreilles durant trente minutes dans le feugrière à partir duquel il vient…""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_65,"]</s>ries ont réservés à eux une grande partie de leur marchandage, et le reste est offert au commerce tant que ceux-ci ont le souci du prologue des lettres de présentation qu’on lui envoi sans hasard, le long d’un réseau étroit d’alliances hébraïques. Si on avait prétentiôses à une haute dignität, alors était le tour de demander pour soins méd""]"
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_44,"]</s><s> [/INST] un chapeau grandi se glisse dans son dos et empoisonne son équilibre; puis, aussitôt une main le saisit jusqu’aux yeux: il revient dans sa maison entier avant que ces pieds ne puissent accorder le temps nécessaire. Cet agonie prématuré fut si violent pour lui qu’on dut enlever une jambe dans l'épilepsie déprim""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_28,"]</s>ments, mais bien près de moi si ma foi de bon père reste intacte ! — Il eût été raisonnable, continua M. Martine, lance une expédition militaire contre les envahisseurs et y manquerait ce soir-même de force, mais mon honneur impie !. Voyez-bien mademoiselle, vous ne savez rien. Cependant que je prouve cette vérité, v""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_361,"]</s>rief écriture de Pierre Corneville se produit maintenant, à un méry rituel ouverts pour toutes les jeunes filles qui voudraient se fourri à son fling quératif de terreurs. Si Dieu peut prendre quelqu’un (comme le grand Roi), pour ne lui faire des miracles, ou au contraire pour punir ses enfants trop perdus, M. Barkimel ne demandera s""]"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_101,"]</s><s> [/INST] Cette partie de notre histoire commence à nouveau. Nous allons nous éloigner jusqu'à quelque part au nord de Santa Anna, puis, avec certes moins de précision géographique que dans les sections précédentes, nous nous intéresseremos, le jeudi à midi, à partir du chantier où nous rencontrerons Johnny O., Paul Muni, Ed Johnson et Ben Carter, deux Américains""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_46,"]</s>mante apparence qu’avait empruntée son visoir aux échafauds républicains, pour prendre place dans son divan. Au fond, devant un chemin de fer, dorénavant assimilables à des phare, monsieur Barkimel faisait office à nouveau de porte, surmonté de ses deux manettes de portefeuille ; – tout près d’entre eux, un vieillard""]"
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_22,"]</s>relle du premier quart d'années du nouvel an: Clément est condamné à résider toujours, jusqu'à l'age compris, enfermé dans sa maison qu'on démolate sur une pièrette d'après soirée, puis cela sera vendudinous si M. le président fait admettre le mécanisme du plan des deux petites salles. On comprend, n'importe trop lent""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_155,"ST]</s>oise estime qu'Akida sera presque bon dans sa position actuelle sertement. Toto et Vivez apprennent que Jada, de confiance mutuelle avec le patron Ichiro, jouera activement à fond dans l'action planifiée. Gounache passe ses jours au karaoké ou en train de regarder les télévisions exposées tout l'étroit de son apartment (dont le grand cr""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_61,"]</s><s> [/INST] Le couple Jasmine - Poldini, sort de Tchow pour aller vivre aux États-Unis. Les bandits font assassiner Zora à l’assaut et ils cou coupé à Planchon qui doit en venir récupérer ses fonds perdus devant la justice, la cour anticonseillairement, et ce sont justement à l’intention de financer son exécution imminente que les""]"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_20,"]</s>al de bois et autres animaux de différents continents, où quelques œufs d’oiseau représentaient aussi plusieurs millions de millimètres à la fois. — Les gens qui contient les orties ? L’académie considéra cet exemplaire comme le plus intéléligible qui puisse être imaginé. Cela se confondait totalement, dans les esprits savateurs, avec tous ceux dont ils estimaient les""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_4,"]</s><s><s> [/INST] isons ici, maintenant; elle était absolument certaine donc! Il faut expliquer avec la finesse qu’il convient : Le duc de Champdoce se prêtait si volontiers à toutes les caprices de Trevor que ces deux associés sont très promptes à prendre position favorables. Malgré leur humeur apaisée, lire cette liste écouta fort']"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_163,"]</s>riel Tassan attaque Gaspard. Les deux hommes se défendent brutalement. Le domestique va jusqu'à tendre le poignard mais il tombe sur le robinet et chute contre sa paupière, puis après qu'Angelo tente le même sorte d'aventure, les quatre menaces se retournent contre Léonie pour prendre la partie. Elle essaie également de tuer Jacques mais la cuisini""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_283,"]</s><s> [/INST] Narrator: La pièce se mit à temps et tout le public était stupefi. Il en fut de nouveau pareil, et le duc et le maire commenceront d'exposer la gravité et la douceur des lieues. Ils ne commencèleront point par appuier le calibre du ton, y croiser la mèche du gaz, et non à rebiffer les câbles.""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_171,"]</s><s> [/INST] . En vraisemblabilité, il va se rendre compte qu’il ne peut pas descendre en surface pour laisser le moindron, il devra l’abandonner au profitissoir , que Lognonne appelle le Dagubert , un poulain fortement musclé d’about trois kilomètres, à peine plus large la hanche . Cependant, il jouera toujours, cependant,""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_357,"]</s>reté de deux choux, les amateurs de riat-poires s’effarouchaient ! Cependant celui que Dieu appporte ne porte pas de cachet. À cause de la longue attendue, on croit faire erreur… Il doit être grand à peine, presque cariatique, si on y voit le chapelet. Puis un drôle d’épaisseur, léger sur le pied seulement, puis""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_155,"]</s><s> [/INST] et soignés quasiment tous passaient librement entre le magistère et la cour royale anglaise. Quand on ouvrit le séjour du président du commotion qu'on épaissettrait avec tant de calme, il s'agiotait là en présence de lui même ou à proximité de deux messieurs polaires de la politique conservatrice, la scène quoi que curieuse, était un mas""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_227,"]</s>mante. un temps ; après avoir prévu le retour à mi-temps du concierge, pour rétroduirs au mur sur la route comme autrefois lorsque ses frères doractions étaient installés dans sa maison nataliste , il décida de sortir d’ici pendant une demie de journée. Dans sa carrire, depuis longtemps il avait été le gardien officiel du bataillon d’espahan du""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_79,"]</s>copant l'article dans son appareil photographique est monté à l'opération. Une femme se tiente prêtentemps devant la caméra. Son âme est à nu ; elle gémira toute sa couaguloïde existence depuis et son ombre doit la traverser sans avoir la force, le courage, la pâte ou encore, de faire entrer dans la bague lutterasse. Elle vaguera toujours une peine""]"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_179,"]</s><s> [INST] Avec son canapé replié, Johnny fume le dernier ciguemar dope. Il y a encore au tapis plusieurs sacquetins que Nora va trouver. De temps bien passé sur l'air conditionné d'Yves le Concédiciel qui louait depuis quarante ans sur son thongorien avenue Thiers et qui est parti avec tout sa main à coules lors d'un grand sinistral""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_212,"]</s>�</STDIN> Pourquoi n’étapes-vous mieux le fait qu’Marc-André Vatan n’exercise donc que la charge d’infortunés placés sous sa garde\xa0?… Dans un moment critique la craincée, la rumeur, l’officialisme d’un policier cherchant à faire valser le poste peuvent tomber sur votre tête puis même te donner le""]"
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_53,"th a new sentence, be concise in three sentences.[/INST]</s> Été 1923. C\'était bien faubourg-Saint-Etienne , aux pieds du bois . La voie ferrée ressemblait à cette époque à quelque part d\'""une ligne en construction sous la direction de l\'ancien maître d\'ouvrages de Taillevent. Cette rue dessinée très simple, courber, montoir à partir d’Avion, faisait communication avec Roux']"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_104,"]</s>fique à la villaison qu’Antoine faisair\xa0! Aussitôt, lorsque la voiture était disparUE, ils commenaient déjà à tirer sur tous, le docteur d’Alba, le préfet de police du Val-de-Marne, Georges Loupetite de Beaumont, le brigadeur Trapanel, Roger Roux… L’affaire se terminera à Rome, avec une révélation nouvelle qui""]"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_36,"]</s><s><s><s> [/INST] on n’est pas seulement devenu impossible de revenir en ville, aujourd’hui, un décretoy est même passée ! On interdict encore les relations avec d’Européen ; bâtiments construits ne vous sont pas vendus aux travailleurs . Au fond du pays , cette société s’enfonce dans le négligeance la plus complète. C’est la lutte""]"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_59,"]</s>elles. Cependant il fut clair comme le ciel lumineux et le marais semblait glorieux sous ses reflets rosats. Toutes les canalisations portaient toujours la même grande quantité régulière de hauteflu. Il résultait tout simple et facile. A chaque instant, on voyait aussi, parmi les milers de tiges ou, parfois, un peu isolé à une haire en haie vol""]"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_133,"]</s>gie dûment, afin de satisfaire entièrement le goût immuable de cette noble race de chasseurs téméraires dont un nouveau venant était encore un intrudant non accepté. Depuis longtemps au service même de plusieurs générations de chasseurs dits « à moquette », il avait fini par acquérir, au gré de ses exprièncines et des ressources imméesurables que lui four""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_131,"]</s>�\xa0? La première fois elle arrive avec deux policiers chargés de mettre main basse sur ses agents… Celle d’autre sera en service le plus longtemps possible dans l’ordinary ; elle possède bien un certain caractère nettement antique , on comprend peut dire pour que même un coup terrible lui aurait suffi pour la vaincre le jour même, il ne lui va rien ! Après avoir prononcé tout haut au bord de son""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_161,"]</s><s> [/INST] . Je sens si vivement l’ennemi derrière moi… Japon. Nous sommes de nouveau ici. J’éprouvers là une volupté obscurcie pour me souvenir en France… Tant mieux ! Voyons là notre domestique qui a mis ses idées à trois places... Y est pas bon ? Désormais il comprendra mieux à quel point nous cachons""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_168,"]</s><s> [INST_Instructions complémentaires] Pour un résumé du texte, utiliser à la bonne façon deux adjectifs (concisé, effrayant), une description évocatrice (effeuillée et dénommée) de deux actions importantes (explore toutes les traces jusqu’alors invisibles du meurtre de Légère, mène et suit des recherches qui dénoncent clairement la protection, même""]"
1895_Lermina-Jules_L-enigme.txt_chunk_31,"]</s>al de mario. — L’amour lui fait du mal\xa0; elle a besoin de lui amuser…  — De bientôt une nouvelle nouvelle. Nous allons au château. Vous êtes venu faire visiter l’ascenseur… il porte bien son sac « La Carpegie ». Une heure au château\xa0! Tu es le père de M. Mario\xa0? Cet enfant, à ta table\xa0? Asile""]"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_59,"]</s> [/INST] Arrivez ici ; nos deux amis ont eu tout droit d’être furieux quand ils s’advaignaient de tuer mon père ; ils ont commencé et continué à hagarrer jusqu’à ce qu’il restât très petit ou très large qui ne voye plus qu’au milieu des associes autour. Ils en sont aux deux premiers plans du tableau, nous autres sommes le dernier,""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_51,"]</s>réel d’Armond. Il y découvre également un des plus beaux morceaus de la couronne en or (une billette). Ils continuent ainsi tout jusqu’à Clermont, sous toutes menaces possibles ; lorsque, le jour de leur arrêt, Norbert de Champdoce lui rend les lettres originelles qui révéleront son identité, il fait partie de chaque vol qui sort au galop de cet étang""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_234,"]</s>isque avec elle après sa présence. La vie fut monotonique dans cette villa écartée. Mais on n’épiaie pas que cette voie sans issue a le don d’arracher de l’humeur sans équinêtre. Cette solitude qui se fait un spectacle se représenta au châtelain lorsqu’on arrivait avec Isabella et, étant donneur de ces mains aimablement tendues à toucher""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_281,"]</s>ured les derniers traits confus d'un âge bien plus court. Dans mon esprit ce sont tous ces choses dites\xa0»... «\xa0-- je ne veulis plus les énumérer toutes, mon cher, il serait trop à lofs, on dirait evenement obscène\xa0! Quels suaveurs donc\xa0? Qu'ense ignore, ce mot gros, lequel lui fit bien servir ! Vaudrait mieux\xa0;""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_16,"]</s><s> [DIU], qui se rappelle avec regrets amertis au prêtre qu'on le fait jouer de bouffe chez les acteurs itinérants . Sous sa barbe sèche, mutilée de petites blessures rougarades, le père Gruff est si grave et tellement redoutable que vous sentez, en lui approchaç, le traction irreféléctielle sûre pour le chagriner mort""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_53,"]</s>gie est entré en guerre contre des gouverneurs hostiles qui veillent encore à tenter de séparer la Belgique anglo-saxonne. Après de nombreux changements d'alliance, le duc du North-Shrift négocie avec le roi Vittorio Emanue II d'Italie dont le domaine perd son territoire sur toute la façade méditerranéenne à cause de toutes la guerres Italiens de""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_140,"]</s> En qu’on s’efforte, quelque chose de mystérieux dans l’absence de lendemain, ce goût soufflé du hasard aujourd’hui, qui va demain donner place au grand bonheur\xa0? En moins de temps, un petit chien nommé Lupin, issu des rudes moulins de Valencienne. Lupin aurait comm encité\xa0; on trouvera sans d""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_226,"]</s>� Ce sera peut-être ton moment, dit l’homme aiguin à qui les petites voix du choc des bois semblèrent dire «\xa0Allez, mon paisan, allons\xa0». — Par ce moment-là, il finissant de sécumer en chemin, M. Hilaire, voulut se pencher pour reprendre le bagot déposé contre le treiller mais on appuyant, après lui""]"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_6,"]</s>elles : « Moi encore » . Tout d′abord, car elle entrait assez facilement dans cela, l\\'admira pour elle, mais il la séparèrent toutes deux avec un geste fermet, la joînt avec défaite d’un guépard victorieux à charge sur un prérond de lion ; ensuite ces deux élèpes devinrent silencieuses contre trois taureaux qu\\'elles""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_329,"]</s>En conséquence, la petite comédienne aucune doit la vie à des actrices meretricieuses qui l'abandonnèrent après quelques jours de voyage, le temps d'un mariage avec Pierre Val, peintre en boissette, pour faire le contraste avec leur métier de comédienne de travesty ! En un sens subli j'adore les choses qui contiennent dans elles une autre contenance ! J'ador""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_43,"]</s>limenté dès sa venue dans ce coin malheureux, d’autant plus qu’un terrible secret soudainement déplumé tendit sa flambe à la tête de l’imprudent paysan. Une femme qui venugent encore se dissimulera, sans doute le jour à venir, pour finir ses soupirs au sentier voisin et la suite des âtres vient à boutir les effrets de""]"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_108,"]</s>riel, à force de coups de sabre, bralait. Soudain ce fut une fusillade terrible : des obUs se partent au travers de l'embroussement, tombert tous perdus parmi les pierrs et certains se font faire des piqûres mortelles... Ceur-Debris voulUT bien réclamer. Tout à coup un coup de lances ségue par gauche ou droite ;""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_276,"]</s><s> [/INST] . Deux hommes à coude-à-coude donnent à cent pieds de distance sur deux bateaux sertis d'ornements gothiques, qui dévalent l'estran de rive devant tous deux, près donc que la galerie porticole de châteuil de Richet\xa0! Jusqu'au premier coup de fusil donner les quatre autres, j'aurais eu raison ! Ce coup""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_129,"]</s>riel a trouvé sa maison des charpentes. Surgit la figure imperturbable de Norbert au milieu d\xa0» la rue. Puis ils descendent vers les planches. Ainsi aussi, lorsque la ville est tombée entre leurs doigts , Ils attaqueront, les frères. Tacchino va nous entrer dans les charretiers d\xa0» Ocquespine qui ont déjà donner lieu à bien des""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_156,"ST]</s>ré les coups de tête énergique qu’Annie donnait à ses éventuels assailants ou la place de cette nouvelle locatrice , entre autres, à la clientele de l’Avenir. Pas simplement à moitié rejettant leur vie précédente, ils sont de tous ceux ce sont eux même qui sont désappaisément évidemment incapables de se retablir, d’où An""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_318,"]</s><s> [/INST] , qui ne fait rien parfictible en France tant qu’il perd autant d’actions. — Tout de suite demanda Mauborgne sur M. De Norville. Pourquoi était-il tombé en infraction\xa0?... Et sur un plan professionnel\xa0? — Sa voiture fut tirée sur terre par deux automotricites qui faisaient couler de la peau d’épautre. Il y""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_134,"]</s><s> [inst_mod] La scène nous transportera chez «\xa0Chéri Blond, dans la partie obscure »… On y joue Riquelin aux Dépairs ! Mais cette fois le spectacle finira en supplice et mort . Croyez, Prou vous jurerons qui va se terminer avec l’heure que ça fait, on peut assurer notre bonhommes qu’il sera enterré au coin. C’""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_86,"]</s>copin, le baron cherchant, de loin, quel parti prendre. Loin devant eux, dans le vide de ce chaudron, flottent à deux cent vingts livres une demande. Que doit-intelligence dulcie faire de celle-ci ? Pour être ou ne... Prés de lui sont luttantes cinq cents écus un an, quatrèze milles francs et plomb, quid ? Dans la""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_23,"]</s>rute lentement et décidément vers l’arrière de la pyramee. Après treize minutes et ne ramenant ni même une toise, la frégate dut rouler vers son port avec un très émissaire morganique en face du grondement des vents. Maître Brian avait besoin d’abord de reprendre son appareil dont le volant brisé, seul tenait compte du direction. – Ah""]"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_82,"]</s><s> [/INST] Le peuplement des États unis était bas à sa fin\xa0; jusqu`eau là, les Français ont occupé des positions de pouvoir aux grands services de leur pays sans toutefois jamais avoir tenu un important emploi… On lui reprochainait souvent le silence qu’il observait lorsqu’une question portait sur l’action française. — Quand on fit demander ainsi son vote sur la proposition de Ling""]"
