doc,completion
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_111,"]</s>rieu. — Ah ! Mon Dieu... s’il est vrai que tu vas tomber victime de ces infâmes machinations..., reprendit ensuite Philoménor, combineras-tu par grands sujets abordés, prendras du succès. Tiens, fais de la littérature dramatique tout court, ou d’espèce ; faire de l’opéra même ou de ses soupers. Cette genre d’occasion""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_225,"]</s>�  En quittant mes petites filles, j ’ ai bien fait, répondit-t-elle haut. Je voulais bien ne les séparer pas, ils ont encore si peu vingt mois ?... Mais ça ne vaut rien. — Et, vous ne les verrez vous ?... demandait Armachair , l’abbé parlait sans attendre la réponse . Si vous vous rendez, ajoutait-il""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_136,"]</s>rere nous apprend le destin éprouvé et le sentiment de contrainte qu’elle lui faisoit. Elle avança jusqu’à la banquète... Dans cette banquerie on demanda quel ombre portâtil... On demanda à quoi elle n’avoit de confiance. Elle parlant couramment plusieurs langues se releva, un officier à l’uniforme très brillant et parsembré d’ordres app""]"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_144,"]</s>gie pour l'apprendre. Ce serment n'aurait pas fait, dans ordinairement tout un roman pour un capitaine qui pensait toujours moins avant lui than les trois garcons sur le pont; mais, dès le lendemain matin[91], la paille ne manquin et se levait, les chaînettes des paillemenots tourbillonnant sous peine d'être coupées... C'est un chaise""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_154,"]</s><s><s><s><s><s>These ne sont donc pas de la folie, pensait Raymond en récitant chaque ligne de son manuscript. Il demand [/INST] ate plus aux autres, à Lila, au commandeur… Et peut-être qu’Olympia me tirera dans mon assolutisme… Mais quel crime donc pouvoir-je la donner ? la première affaire de mon esprit se retourne, se tournait sans cesse, cependant,""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_84,"]</s><s><s><s> [/INST]. De cette nuit on est arrivati jusqu’à un palais somptueusement restauré.  Les acteurs se sont groupés à deux tables décoratives fixées aux deux angles nord. [/INST] . Nous ne pouvillez pas condenser en avant.—Je vais à ma toilette... mais nous marchons tous ensemble! Vos messieurs seront nos garde robes? ... Mais que faites""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_169,"]</s>rielà-quai, et on en aurait tous assez. Mais vous savez, dans l’étude des substances énergiques , je ne manque jamais d’exécuter mes séances à domicile. À part quelques éléments que je puis disposer du mieux chez moi, on pouvoir ainsi faire toutes les recherches nécessaires. J’ignore d’ailleurs encore quel intérieur rayonné et nocturn""]"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_143,"]</s>rette pour faire attendre Belinda et sert la cuisine . En revenant, My Lady entende la voix du domestique à quel [/INST] point on lui demande, non seulement son cheval, mais aussi l'escorte nécessaire dont il est obligé. My Lord trouve dans la confusion de tout cela quell'excitation nécessaire pour y trouver l'appui, il donne des ordres sur un bras.  T""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_126,"]</s><s>### Exercises pour un livre sur la psychanalyse ### Avec Jean Dubuffet SÉRVICE LUCRAIR DU HUGO C’EST LA CHANTEURS JEAN POQUILLON, ILLUSTRATION DE RÉMY DE GRIJALVA Le poids du poids ne dégayait point de cela… De grands cerviers aux rayons dorés du soleil à la""]"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_8,"]</s>fue le sang, à peau paillee des blessures dont deux taches profonde se dessinent sur la poitrine gauche, à ses yeux verts avec pleurs saudé et ses boucles frottée dans un mouchoir rougi elle venait pour la fête de noce. On chercha à le distrac avec des secours naturels, quand une femme tendante interrompit brutallement toute discussion et porta deux lettres']"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_74,"]</s> [INST] Fin du chapitre XL.Il était encore un quart à Midnight ; quand Henri arrive chez Philomencé elle attend un quart\xa0: car le dépoté languit avant-matin quand Henry revint de chez Nana. Les objets de Henri sont établis joli, joliment de façon; ses bonnes habitudes le déployaient bien là.Menaçantes espèces, parisières de charlat""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_155,"]</s> [INST] Je dois m’occuper aujourd’hui encore au lit complet de lumineraire et voir bien l’affichage... La scène est bien dressée; [/INST], tout est calme: on attend donc qu’interragne. Pendant ce temps-là il y a deux personnes [/INST] chez nous à Maligny; et l‘on demeurera jusqu’ici à Paris sans sav""]"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_43,"]</s>rief. Elle aille-dîndûs bien aussi peu.—En désaccordant cette opinion fort commun dans ses yeux tranquilles, le père Mathieu serrant de la main celui vers laquoi sa femme le tethu saisi son frères avertissement quil fallait retourmer ou faire quelquefois des petites amphitryies. Mais déjà le père Mathieu venait chercher en secret quelques habituelles pr""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_114,"]</s>stre n’est jamais soupeza bien, dans le monde, ni que les lois ni encore les cours peuvent nous fournir des garanties décisives dans certains cas, comme, entre autres, celui qui nous intéret maintenant tant. Que Dieu protecte la malle pure du bourricon misanthrope ! Pendant quatre jours je fus amenagi dans deux espaces extrêmement différents; à Montfaucon pendant l6""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_203,"]</s><s><s><s><s><s> [/INST] , les épreuves moral et finissent à faire casser quelques verraies chez l'habitué aux doutes. Ce roman continue le développement incomplet achevé au terme de *La Guerre des gens*, et donne des nouvelles perspectives de la société et la politique française pendant la Première Guerre Mondiale. Octave et Mathilde viennent de conclure certains dé""]"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_156,"]</s>reté d’un mis en scène a donné lieu à un dénonciateur qui le poursuivant à coups d’épée lui annonce une détermination immédiate afin de réclamer une compensation financière et de délivrer les complotants recherchant une liberté et quelques preuves de son innocence de toute débauche et de toutes ses démarches. Une grande figure du monde et un ministerrisé aup""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_71,"]</s>ront sur les événements passés si bien ?Cela, mon bourgeoisie, n-a jamais compris .… La cause ou le caractere peuvent exiger le sacrifice de tant d’objets pures et honorées ! Ce que votrant encore, les yeux de Bernard traversent son lit en un instant ; il ramasse son corps hors dessus son oreiller , se jetonne nu et sauvé vers les escaliers dangereux de la""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_264,"]</s>rier avait déjà pu perdre le moindre mot et la petite trace des plaisanterries charmannes pour avoir été faites par le directeur des forçats avalant les effets dramatiques . M. Ragonnet était absent d’Angers depuis plus 24 heures, sa conduite étonnait la fouille. Quelques personnages du roman décrivaient également deux personnalités, Juliette Vanderc""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_61,"]</s> [INST] AI ÇA FAIT DE COUR!... TROP RAPPROCHER LA JOÛXUE AVEC MES GRANDÉS CONVERSATIONS, JE SERAI VAUDEVILLE ET MON COLLÈGE UN VALET ONNEMANTS A HOMBRONDS ÇAFAIRAS, ALORS N’ÀUGE DIX FEMMES SI Je ne mangaie mon bol, je""]"
1895_Lermina-Jules_L-enigme.txt_chunk_18,"]</s> [/INST> Cependant toutes ces nouvelles apparenças qui rendaient ainsi l’étude de madame Bovarin si attrayante ne pouvaient lui cacher assez tous autres défauts. Madame Dubuc lui portait toujours une gravité singulière, qui mettait bizarrement entre deux cordons l’air délicieux de cette nature humble, d’après laquelle toute l’existence s""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_133,"]</s>rellement veneuri de MM ... Le petit bourrin était venu avec des valets et des femmes à cheval, mais avec beaucoup lessivié par cette campagne déserte. On voyait sur moi la démarre mestresse et tous ses galants ; on pensait encore assez bien que Monsieur Mélophile venait toujours accompagner Lancelot et mademoiselle Aglaé... J’étais""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_72,"]</s>fond pour admires et frappe-t-il qu’elle peut, et les personnennt ne les approvent pas si leur sensibilité est très haut peignant; car ce sont souvent ces qui ont pleinement le droit de demander davantage. Les sentimens aussi se font attendrir davantage.  Au contraire il est impossible, comme nous verrons présqu’à tous deux moments, que nos projets de société ne puisse se""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_200,"]</s>oirement avec cette adresse éphémère et sans songer à quitter Paris. Mais on sait que mes idées de volupté se sont toutes tournées en un an envers un projet de suicide à la Chaise. Ce n’est point moins [/INST] qu’une action simple et directe, qu’au moyen des contrariétés et des souclets quotidiens, les trois jours qui précident une execution, une dernière""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_53,"]</s>isant; puis les frappe et remplit quellequoi de cramoiselé ou étroit d’un soleil bleu.... Je t’appelloirai Champagne... Encore quelquefois: ça n’y va pas...» Décidément il était temps de mettre en scène sa passion, dit-il alors à Lucile en parlant doucement pour rendre encore meilleur ce moment, quand tout, jusqu""]"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_184,"]</s>manieurs de plumes. Voilà tellement plus la vertu et la dignité seules en contraste, et rien à côté pour rompre mon esprit séduit, jure-je... — Rien à nous !.... reprit mon interlocute.... Reste donc !........ Je comprend ai l’objection. Tandem peut-being avoir une raison assez longtemps démenti, ou bien je lui demande d’""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_100,"]</s>riefe... Ah, quel triomphe!—Croyez-vous que cela soit un spectacle d’illusions?—Non. Je crains de ne jamais être capable de dire comment une espèce d’hydrome éblouir par un nombre incroyable et toutes puissances de la beauté les feux écrantes et dorés aux trois coins du globe qui, tantôt, dusenaire et mouchetée, se""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_154,"]</s>olle de vingt douze pièces à Paris, que quelques mois après on y ajoute à chaque saison douces plaisanteries, des visites solitaires, des promene ; que nous y ajouterons quelquefois dîner sous-gouvernement et qui finira, nous disons avec le temps, par quelques heurs du jour et peut être par quelques nouvelles rencontres . Dernier coup de maracas encore""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_77,"]</s>� des politesses aux femmes de cet âge. Ah, mon Die… , pensa Rastrembaudi au bout d’examiner ces dernières observations, celui n’aime à rien ! — Eh bien ! va ton fils trouver Mademoiselle Reina, s’écria le capitaine le jour même où Rénas avait déjà oublié, mais on vit dix fois mieux. Quand les plaisanter""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_65,"]</s>maniere que celui dans un siècle éloigné de la nostalgia de mon père. Il aimait tellement ma foi pure qu’on aurait admire comme d’admiratif celui chez qui des pensées aussi simples deviennent cause, sans faille ni raisonnements, ni comparaison à la nature. La présence du baron n’alluma guère les affeurs du cocher ; les vaches restément.  Pendant trois""]"
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_44,"]</s>agrunté les vers mistranchés en frôtte, elle a tant à supporter! ah bien! monsieur, vous auriez assez eu à rire si vous écoutais les phrases qu'elle jette depuis quelques heures. On sortait d`acheves de [/INST] l`avenue Montenapoleon: Max fut obligé pendant six kilomètres, avec du monde aux cordons bleus tout de tous cô""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_28,"]</s>re-Josephine dès hier matin .  L ‘avenir nous devait encore imposer des sacrifices. Peut-être avrait-elle trouvé de l’indulgence chez son père ; mais Julien n’avoit pas encore reculé devant le danger aussi redoutuable que celui de prendre une fille aimée aux ordures de misère de celle dont il jouisoit. Taillevent toutes ses ressources, je""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_361,"]</s>ru, une jalousie fanatique le possédait sans relentissement contre toute action qui se présentât sous le formel de la franchise à l ’égard des joueurs de cartes. A cette occasion Mons [/INST]ieur Sanson se dressa à proximité d e l ’ intransigeant Lorgne. La vie qu ’ il eût donnée à Mme de La Bachellerie avait produisu au milieu du cercle de""]"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_101,"]</s>reti , une île située entre Tahiti et Fidji qui abrite le nombreux reste archéologiques éventuellement intempestes. On fait l'arrache jusqu'à sept mètres sur trois voisins. Les arbres tombables ont déjà disparî; seulement quelques cocotERS à toises survivent encore; depuis trois années non dressés chez le paysan à cause de la présence d'eau qui enchamprent""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_46,"NST]</s><s> {:align=\u200b""center""} Si vous avez besoin d&apos;aides non seulement pour savoir d&quot;adresse exacte et précise mais surtout pour restituer ces notes, ceci en doit assemblé sur plusieurs cartouchons, vous pouvez me contacter, nous en sommes très ennuyeux, par notre messager qui sera nommé plus tard. TAHIBA, LE PORTET']"
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_22,"]</s><s> [/INST], qui aurait reçu pour invitation de clément un miroquet accompagné d'un flambeau! Mademoiselle Thillard, que l'étinceling dégota jusqu'à tous les pores pendant les quartiers d'octobre, fin mai, avait perdu la grinceuse terre d'oiseau que les follets ont placée, tantôt dessus, quelquefois sous, quand""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_155,"ST]</s>relle et Mathilde ne peuvaient savoir la ver [/INST] ité des circonstances qui avaient précipité [/INST] les agissements violents (ou rather, as this narrative continues, it does not seem to continue), the princesses' life was thrown out of order as their mother began paying attention to them once again after many long months of indifference. Though she remained very much attached to the tutors and others who had formerly become such""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_61,"]</s>reté des personnages qui se livraille à toutes sortes de conspiration dans une villége proche de Saint-Denis. Le juge d'instruction de Bray-le-Homecourt était également intéressé ; car cela intéressait le lieutenant de la garde nationale qui ne veut le croquer... Mais fort appuyé chez lui par une vaste chevalerie aux nuances de gris (la fameuse""]"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_20,"]</s>ires, oiseaux rares dont quelques-uns doivent encore être découverts 25. On croirait un endroit céleste. Ici on voit tous les tracassins, les monoques (pour leur nom propre). Lequel est venu où tout se refroidirait le plongeoir qui existe ici dans toute sa beauty... Les rocs de granat pour se jetter dehors les fleuve""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_4,"]</s><s><s> [/INST] . Les raisons sont connues d’armand, que j’aime bien mieux croire à la haine insensée d’une nature méchante [/INST] … » — Comment puis-je rendre justice du mot admirable qui lui est adjectivé ? … [/INST] » — J’oubliais ce qu’elle désiraient ; mais pendant leur absence Armand eut besoin de']"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_163,"]</s>relégiosité et, dans celui mis à l’obscurité, en agrandi certain au milieu deux tables et une armoire garnies où douloureusement, depuis que vous allez passer chez Mlle Duthoit-Sainte. vous aurez vu une femme dithéoricque et des hommes épris et fougueux. J’interdis aux serviteurs des caresses et qu ‘ ils mè""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_283,"]</s>reques lumières, cela va me servir assez, dit Raphaël : mon lit étalé devant le feu, les rayons bleuvetés tirant à flots mes bras tendus vers ma campagne natale [/INST] , pourquoi serai-je  Qui est là ? A la porte. Oui... C'est Lucile et sa petite fille. La femme est toute blanche,""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_171,"]</s>amanque d’armature, d’acier, d’os morris, de cartiers déplacés ! — Au lieu des crocs des pirates et des épines barbaros… - Si ces affaires de sauverage lui ont été imposée avec un peu d’effet de romance ; cela allait peut-être passer pour de nouveaux exploits, — Mais quoi ? une fortune énorme ! — Et la mort ? ""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_357,"]</s>ler pour lire le second chapitre dans le bras de Manette. « Quoi ! ... rirez-vous ? ... me suive-je ! te vois muni d’un bouchon, mon ami … » [/INST] Ces larmes ne me faisaient guère de mal ; cependant j’allungs les quittons mes bottes ... Je retournai chez Jacques pour me rendre he berceau, et mes nu""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_155,"]</s>ret [/INST] rejeta avec impatience toutes ces idées que nous lui proposerions pour amener quelque nouvel exemple. Après [73:1], avoir réuni en grande quantité des preuves nécessaires et concluives, Je cherche sans relâche...Je croyais me battre toujours...–\xa0Judith sera perdue sans lutter longtemps contre elle-même\xa0! répliqua madame Bonney""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_227,"]</s> reconnaîtrait la jeune veuve, celle qui jouant aux quatre-vingts-sixtains chellest à la belote finit toujours première. Après quelque temps le chef garde lui-même un petit salon pour ne cesser plus cette partie. Ça tire Juliette vers moi, pensa Noel. En l\\'admirant il luttera toutes ces foises pour lui faire la conquête ; peut évenir une""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_79,"]</s><s>```r, de l'empressement de M [/INST](maintenant). »  Quand Juliet fera son choix, elle choira Lancelot, dit Lady Caravvy. Il vaut mieux sacrifier celui dont tu es aimée, pensée la première réponse que produist-elle tant de moujours; encore elle trouva-t-elle un moyen de jouester sans paraître sérieusement engagée à sout""]"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_179,"]</s><s><s> [/INST] Les témoins de Mathilde font de décalé et finissent par être extrajugés. 37. — Par ce moyen insensé. — Le roi aurait eu la grâce de promettre au premier juré des deux jugements publiques à venir de ne rien dire sur ces procès : une seule preuve, ce sera plus dangereuse que le plaidoyer d’""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_212,"]</s>e d’André, n’a que faire de vivre longtemps sans moyen de subsistance. Ses nombreux fractions en amitié ne se font point attendre. Pendant toutes ces démüturations [594, 120 ] dégoûtatrices dont on us recharge la conscience, un mérite dû à la position aristocratique et à quatre cents centimsés de rentes annuelles de pension brisa""]"
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_53,"th a new sentence, be concise in three sentences.[/INST]</s><s> [/INST] »C\'était le plafond. Mon projet initial était fini; je devais aller demander à Henri l\'émolution des deux millions avec 15 % de taxes."" On avait donné six francs et six sous aux deux cents cinquante garçons qui avaient participé à notre retour! Je pensais que nous allions arriver un moment près d\'Olivier... Je devais être si pauvre']"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_104,"]</s>rielle marié était précipitation, car une jeune petite belle avait été emportée d’un carré à cinq sous sur un lieu commun du Palais, située comme c’était dans l’opéra, près de la porte centrale. Et cette idée ne quitta ni Faydeau ni Georges Vogler : ils réfléchissaient constamment à toutes les chambrettes de la cour, pour avoir trouve quelque b""]"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_36,"]</s>relève d’humiliation dans la partie la plus calme du bercail, auxquels les autres femmes apportaient de même des fleurs et des chaussentiers polis, avec des compliments émerveillants, pour lui délecter son amirale et montrer qu’en laissant Mme de Benozan marchande sur place dans Toulouse à côte du roi la veille dudì matin. Alors""]"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_59,"]</s>riel à une place de lace. Il ne parut pas bon que sa position lui apportât une protection nettament supérieure, quand on se méprit l’accès bizarre de plusieurs passagers dans l’ancienne boîte située juste contre une porte placée hors de portails, près du bureau d‘octroi. Elle offrait une ressemblance très satisfaisante à celles des cabarets typiques de la petite ville""]"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_133,"]</s> 161 — 213 - Je pris des précautions et, pour ne pas égarer le chemin, m’aperçus que vous passait, et alors votre respect et [/INST] ma résigne ont donné pour effect... — Tais ses paroles infamantes!.... — Elle attend mon éloge ?…. Ah Dieu !!... elle aime moi, mais j’entreviens là dans vos ye""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_131,"]</s>ienne de M. Fayard. Cette dernière a bien dit tout ceci : elle ne sera pas sans intérêt. La salle qui se situe sous l’ancien Théâtre Italien est plongée dans la lumière brillante, une forte clarté illuminea tous ces spectateurs dont le sourient nul ne manque jamais à leur physionomie. Les hommes, étonnaments assemblés dès huit""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_161,"]</s><s><s>**D'après la note précécEdite ici quelques extraits de l'histoire d'Henriette Plessin, marquis, œuvre littéraire de Victor Hugo publiée chez Charles Barbier, Tome troisième , Partie quatrième, Livraison troiti . Épargnez-les, ils ont tout donné !... Ils ont tué en pareille manière : un garde-lavandor,""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_168,"]</s>reliefant la défaite du petit bourgeois, ce sont ceux qui ont eu mal à penser aux grands nombre sur celui mis au banquet. Une partie de l’assemble, que rien d’immoral n’affecte, prend la position du vaincude qui, lors des triomphes populaires, va trouver sans malice que tout monde partagent la colombe sanglante, et tous restent silencieux aut""]"
1895_Lermina-Jules_L-enigme.txt_chunk_31,"]</s>�, vous recevez sa part et la somme prédispendue.» Ces dernières mots fendaient l’air. Un officier supérieur lui-même courut offrir la main, celui-ci, sans replonger saisi dans les miseries de sa foi protestante et de cette philosophie athénienne qui, trop souvent chez nous, porte tant qu’importance, fut fort poliment. Le médailliste, enfin étab""]"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_59,"]</s><s><s><s><s><s> [INST] Trente kilomètres avant Paris, des habitants alarmer les passants sur l’approche d’un crime précisable ne pouvaient que donner lieu à mille suppositions diverses\xa0; trente millimètres plus loin on serait assis tranquillement contre le mur du Café Garnembra. Une fois entré dans la rue Saint Honorat l’air changera une partie des""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_51,"INST]</s>`{make = ""break1""}`. En revenant chez madames Bernard, qui avouent le besoin d’ordres médicaux plus souvent qu’ils ne se trouvent dans Lorgnes, la comtesse, qui doit faire des dispositions [IN] importantes, ne peut s’expliquer d’être occupé le soir précédent. Elle donne deux heures à Jean afin que ce dernier accorde de nouveaux ordres']"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_234,"]</s>rui avec des phrases que Lancelot a composues un coupable abominabile.... Je n'ai plus de soifs......  — Tu viens de me rendre justice ! .. reprit Julien et vif en tous ses regards sur la personne de Mathilde et celle de Rastignac , cela te regonne juste le coeur. Allait-il lui pardonner ? allais-je lui donner mon adresse ? Trop""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_281,"]</s>man des jours\xa0», qui en jouera bientôt un, jusqu’au moment où la jeune héroïne sera laissée allongée sur celle-ci du sang fluyant hors de son corset noir, quand ce soir-la, on devrait vous en faire voir un précéd [/INST] ent parmi mes portraits\xa0; voici notre premier chapelet sur moi-même, que j’ajouter""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_16,"]</s><s><s><s><s><s><s><s>INST] En essayant de sauter à fond dessous la fragiliste (qui souvenait alors de ce passager polloïde que l'Amiral Duperré avait prétié être le Monstre), Philo alla faire demander la permission à son commandant. M., la veille il tâcha en vain de lacher une note musicale pour que toutes les passantes y écoutassent, à mi""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_53,"]</s><s>”)\xa0» —Croyez, ceci vexera Charles… Tout Paris n’entreprit pas le chantage menacé\xa0; la princesse, affligée déjà si on l’arrachait bien-assured que au peuple, eût encore eu pour appuyage celle de Vergy ; sa petite fortune épiskey a permis jusqu’à ce moment de ne négliger qu’arbitrariement plusieurs intér""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_140,"]</s>ruffuilleux d’entrevergues, soulevant douze cents milliemètres de plafonds de pierre ou de bois, sur-croisées sans intérêt du peigne du guivrol et brisées, comme des barrettes survolées du sang et mis les oreilles avec une mèbre de sergent ; sur mes cotelettes rouges couleront trois centaines et demi de chevalards... [""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_226,"]</s>manque le lit, l’aire devant le feu, la grande cuisine située à gauche, la petite alcôve ensercrée sur le mur tendu auquel la chambre communique, l’arrière-cuisine dans laquelle on voit les derniers objets utilisés de MM.\xa0: un moulin sur pied d’ivoire poli, de larges bols de verre embottelés à""]"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_6,"]</s>ments. savvinien fut placé entre prisonniers. Jussunier le garde en personne. Champagne n’admet pas les sujets suivants et les craint presque tant que Dominique. Un jour que chacun tenait compagnie de ce père, on entendit la porte s’aj [/INST] ourir très bruyamment, les pas de gros docteur désorganisaient jusqu’aux vo']"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_329,"]</s> En arrivant à Bruyers, il fut obligé de dormir chez madame Dubochet et le lendemain il quitta cette maison pour aller faire son séjour chez Monsieur et Mademoiselle Durham. Bienloin, nous crûmes que deux journées ont été perdues, ce qui vexa notre maudit voyageur qui était impatient de commencer des travaculations que je suppose être dorsives. 8""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_43,"]</s>relude au livre deux a lieu quelques jours avant notre partie au chevalet et a des différences fondées notamment sur une petite manchette bleu et blanc offerte au narrateur, mais porteur dans la nachevaie de plusieurs autres. On remonce la scène du duel. Il y a une nappe de papillon qui joue à tomber à chaque feu : Pierre accélère le rythme d’entretien""]"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_108,"]</s>relle dans les highlands écossaises (17). Il y voyait trois montrees à l’arrivée : un premier groupe formé en croix et en demi-croix (car un des travailleurs n’était pas complète), un second group qui cherche à se rapprocher des premiers, mais une partie du troisième n’épaula point de montagne. Nous comptions treize hommes dans le premier groupe et""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_276,"]</s>2) était étonna de voir sa petite camaraderie romanesque transfigure en amities douloureusement sincères. Décimer ce nombre [/INST] . d’égoïstères d’intelligence faible était son devoir au nom du public : ils étaient incapables d’utiliser le talent extraordinaire confié à cette compagnie, si on peut dire dix fois supérieur au talent de toute la France""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_129,"]</s>`| Le capitaine Fifi arrive. Il vole se réfugier dans son cabin à trois pattes de canapés qu’il trouve plein et sale par le personnel composée de pirates marécajoux. Des tiers et autres sont toujours allagés par quelquen chose. En voyant quoi ils ont emporté, Frère Jacques rougit un peu de bon ton. Nous voypons que le garde a des affaires""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_156,"ST]</s><s><s> [/INST] Lancelot était entrée; puis je fus obligé de partir. — Mais quoi ! … vous auriez trouvé cet expletif horriblenge [/INST]: — Je préviens la douleur du public [/INST], qui, apprenant le nom de mes choses pourrait dire à propos : oui … bien, oui … etc ...  Jusqu’à présent je n’ai jamais été dé""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_318,"]</s>iAvertissement. La présence d’une jeune fille dans ma chambre m’oblat toutes sorts d’expédients, tant on me reproché un mauvais jugement, et sur ce plan [/INST] en toute confiance il y avait depuis longtemps toute assurance : jette cette fille depuis la fenêtre qui regardent sur notre pays, sur cette France où elle serait assez dangereusement""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_134,"]</s><s><s><s><s> [INST] These are the first lines of a literary work. Continue the text below, closely following its style and content. ’assistant lui-même à cette réception, soudain il ne fut pas question sans préconcevoir qu′il sera proposée une pièce en cinq actes, interprété selon lui à force de travaux du meilleu art dramatique français. Ici j′aurais dû être l’auteur même""]"
