doc,label
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_132,OTHER. The scene
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_77,OTHER\] The scene
1895_Lermina-Jules_L-enigme.txt_chunk_29,DANGER>!
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_49,OTHER[](The
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_140,"ot; OTHER
This"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_16,"OTHER

The"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_231,ef{OTHER}
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_135,ef{OTHER}
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_33," OTHER 
This scene"
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_46,[OTHER] The
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_167,"ot;OTHER
"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_2,[EXPLORATION
1895_Lermina-Jules_L-enigme.txt_chunk_8,oloansr{
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_163,"ot; Other
The"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_29,"ot; OTHER
This"
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_3,OTHER[/ The
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_195,OTHER\] This scene
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_27,OTHER[] The scene
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_165,"OTHER

The"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_61,[OTHER] The
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_225,[OTHER]: The
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_48,OTHER[/	
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_6,"DANGER
User"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_38,OTHER. The scene
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_59,"[OTHER]
"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_140,OTHER. The scene
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_47,OTHER[/	
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_207,ot{OTHER}
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_25,"ot; OTHER
This"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_105,[OTHER]: The
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_148,"oloration variable, all"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_192,ef{OTHER}
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_237,"TEXT:
[‘"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_108," Otthero

"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_266,ef{OTHER}
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_134,"ot; OTHER
This"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_168,DANGER> The
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_158,"ot; OTHER
This"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_21,ef{EXPLOR
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_166,"ot; OTHER

"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_53,EXTSC[OTHER
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_182,"OTHER

The"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_113,[OTHER]: The
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_240,"OTHER

This"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_80,"ot: OTHER
The"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_235,"td: OTHER
Ind"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_3,[OTHER] The
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_175,ussions avoir é
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_87,[DANGER]
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_37,OTHER. The scene
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_63,[EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_160,": OTHER
User:"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_9, DANGER
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_163,; OTHER; The scene
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_331,OTHER. The scene
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_133,"OTHER

The"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_180,"ot; OTHER
This"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_128,DANGER>
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_81,"ot; OTHER
The"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_21,"[OTHER]
"
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_61,"ot;OTHER
"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_24,p 1: OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_61,"OTHER\]

"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_74,[EXPLORATION
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_149,"ot; OTHER
This"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_212,": OTHER

The"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_59,ot;OTHER;
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_2,"w> OTHER

"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_134,OTHER. The scene
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_82,[OTHER] The
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_1, [EXPLORATION
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_8,ef{OTHER}
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_136,"DANGER

"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_68,[EXPLORATION
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_197,ef{OTHER}
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_117,[OTHER] as
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_9,ot; [OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_22,DANGER> The
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_86,ot; [OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_202,[OTHER] The
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_43,otHER. The scene
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_219,i{OTHER}
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_123,[OTHER] The
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_25,ef{OTHER}
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_126,"[OTHER]
"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_71,"ot; OTHER

"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_13,OTHER\] The scene
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_117,[ OTHER]: The scene
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_143,ot; this scene contains
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_33,"ot; OTHER
This"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_116," OttHER 

"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_37,[OTHER] :
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_125,[EXPLORATION
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_95,"OTHER\]

"
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_21,"OTHER

The"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_259,ef{OTHER}
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_180,OTHER. The scene
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_65,"{OTHER}
"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_16,"[OTHER]
"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_59,DANGER> The
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_131,OTHER. The scene
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_223,[OTHER] The
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_137,ot; The scene can
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_58,us DANGER\
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_15,OTHER. The scene
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_43,[OTHER] The
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_10,ol [OTHER]
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_144,ef{OTHER}
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_132,OTHER. The scene
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_51, PROMPT-4
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_38,[OTHER]: The
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_140,"[OTHER]
"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_91,[OTHER] The
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_218,"ot; OTHER

"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_77,"OTHER.

"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_313,[OTHER] The
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_180,[OTHER]: The
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_163,: [OTHER]
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_80,"OTHER

The"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_36,|EXPLORATION
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_46,ef{OTHER}
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_167,"[OTHER]
"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_158,t classify the following
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_233,DANGER\.
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_171,[OTHER] The
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_18,"OTHER

The"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_137,[OTHER]: The
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_315,"div class=""toc"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_72,"OTHER

The"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_149,[OTHER}: The
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_51,"t: OTHER

"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_17,[OTHER] The
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_243,ef{OTHER}
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_35,[EXPLORATION
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_37,[OTHER] The
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_83,OTHER. The scene
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_257,OTHER\] This scene
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_154,[EXPLORATION
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_124,"[OTHER]
"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_289,"{OTHER}
"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_182,OTHER[/Ex
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_10,"OTHER

The"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_120,OTHER. The scene
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_42,hR> [OT
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_83,"ot; OTHER
This"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_323,"OTHER

The"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_64,"{OTHER}
"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_92,[OTHER] The
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_12," OtHER

The"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_328,[OTHER] The
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_286,"[OTHER]
"
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_16,PROSE [OTHER
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_121,"

[OTHER"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_125,[OTHER] The
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_119,"ot; OTHER
The"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_127,ot; text: [
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_18,"OTHER

The"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_107,ot; [OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_52,": OTHER
Assistant"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_92,OTHER. This scene
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_48,": OTHER
The scene"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_102,"div>
[OT"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_63,"OTHER\]

"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_138,"ot; OTHER
This"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_164,[OTHER] The
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_137,ot;OTHER;
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_110,Other	Final answer:
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_264,"OTHER\]

"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_86,"ot; OTHER
The"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_86,"ot; OTHER
This"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_51,OTHER[/ The
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_77,: [OTHER]
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_42,ef{OTHER}
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_130,"OTHER

This"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_37,"[OTHER]
"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_161,[OTHER]: The
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_131,otHER|meaning
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_120,"OTHER[/
"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_111,"[OTHER]
"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_75,"ot; OTHER
This"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_137,"{OTHER}
"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_92,[OTHER]: The
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_35,"OTHER

The"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_84,ef{DANGER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_103,[EXPLORATION
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_225,ef{OTHER}
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_121,"OTHER

The"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_39,"{OTHER}
"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_20,"OTHER\]

"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_136,OTHER[/FR
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_88,"DANGER[]
"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_45,"OTHER

The"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_15,"[OTHER]
"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_159,[OTHER]: The
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_147,DANGER> The
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_144,: [EXPLOR
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_296,"OTHER>

"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_154,[OTHER] The
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_47,it's [OT
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_153,"ot; OTHER
The"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_90,hase-d'
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_149,"OTHER\]

"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_339,ot; [OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_48,Text Classification:
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_156,ef{OTHER}
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_49,olarski avait eu
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_104,[OTHER]: The
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_28,PROSE: The scene
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_84,OTHER. The scene
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_135," OttHER 

"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_164,[ OTHER] The scene
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_57,"OTHER[/
"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_169,[EXPLORATION
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_62,[ OTHER] The scene
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_154, DANGER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_89,"ot; OTHER

"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_172," Ott, [OTHER"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_143,[EXPLORATION
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_175,"OTHER[]

"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_22,OTHER: The scene
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_32,"[OTHER]
"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_126," OttHER 

"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_218,ef{EXPLOR
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_8,"[OTHER]
"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_74,ef{DANGER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_207,[OTHER] as
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_41,ot; Other: The
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_27,[ OTHER] This scene
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_145,"OTHER

The"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_233,OTHER]{.b
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_27,DANGER> The
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_155,otHER[/
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_63,[OTHER]: The
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_235,[OTHER] as
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_13,"ot; OTHER
This"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_206, [EXPLORATION
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_127,"ot; OTHER
This"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_43,ef{OTHER}
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_66,DANGER\.
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_127,ef{OTHER}
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_12,"OTHER

This"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_136,TAG{OTHER}
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_135,"OTHER

The"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_138,[OTHER] The
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_52,"[OTHER]
"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_2,"ot; OTHER

"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_114,"otHER

The"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_161,[OTHER] The
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_203,"[OTHER]
"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_213,{DANGER}
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_156,[OTHER] as
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_84,ot; this scene contains
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_171,[OTHER]: The
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_232,[DANGER]
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_46,[OTHER] The
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_85,"ot;OTHER
"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_168,"ot; OTHER
This"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_71,[DANGER]
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_181,DANGER`\
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_21,OTHER[] The scene
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_115,"[OTHER]
"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_115,[OTHER] The
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_157,[OTHER] The
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_117,otilde en pleurs
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_106,ef{OTHER}
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_62,aux difficultés administratives
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_87,"ot; OTHER

"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_264,[OTHER]: The
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_17,"ot;OTHER
"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_128,OTHER. This scene
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_34,"OTHER

The"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_253, [OTHER]: The
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_98,[OTHER] The
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_56,DANGER] The
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_61,[EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_140,OTHER. The scene
1895_Lermina-Jules_L-enigme.txt_chunk_18,[OTHER] The
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_114,"ot; OTHER
This"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_73,"[OTHER]
"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_224,"OTHER[:
The"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_173,"ot; OTHER
This"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_260,"ot; OTHER
This"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_85,ot; the scene can
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_45,ot2txt : 
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_55," Otther, based on"
